PID,Address,LotArea,FullBath,BedroomAbvGr,finishedsqft,DateSold,MoSold,YrSold,price,Neighborhood,totalrooms,BldgType,YrBuilt, zestimate ,zindexvalue,Zipcode,Longitude,Latitude
7139,1795 40th Ave,2208,1,2,1163,10/25/2013,10,2013,742000,Outer Sunset,5,SingleFamily,1941,"1,027,076.00","1,030,300",94122,-122.499165,37.753464
7140,1727 35th Ave,2996,1,2,1200,10/25/2013,10,2013,800000,Central Sunset,5,SingleFamily,1940,"976,376.00","1,111,300",94122,-122.494039,37.754781
7141,1290 45th Ave,1812,2,3,1537,10/25/2013,10,2013,857000,Outer Sunset,5,SingleFamily,1940,"1,102,588.00","1,030,300",94122,-122.504757,37.762556
7142,1650 Bay St,2212,2.5,3,2400,10/25/2013,10,2013,2125000,Marina,6,SingleFamily,1937,"3,809,582.00","2,157,700",94123,-122.434241,37.803198
7143,640 Teresita Blvd,2230,2,3,1868,11/9/2015,11,2015,1650000,Miraloma Park,7,SingleFamily,1940,"1,572,975.00","1,227,600",94127,-122.446003,37.736655
7144,33 Santa Monica Way,5209,3,4,2426,10/25/2013,10,2013,2000000,St. Francis Wood,6,SingleFamily,1918,"2,613,750.00","3,009,100",94127,-122.465044,37.739178
7145,148 Sussex St,2495,1,2,1100,10/25/2013,10,2013,867000,Glen Park,5,SingleFamily,1953,"1,609,307.00","1,628,900",94131,-122.435691,37.736947
7146,625 Goettingen St,3000,1,1,800,10/25/2013,10,2013,403000,Portola,4,SingleFamily,1912,"684,695.00","891,600",94134,-122.405125,37.724165
7147,601 Van Ness Ave APT 326,105806,1,1,718,10/24/2013,10,2013,496000,Van Ness - Civic Center,3,Condominium,1982,"613,955.00","839,200",94102,-122.421406,37.781386
7148,1160 Mission St UNIT 1704,43557,1,1,765,10/24/2013,10,2013,740000,South of Market,3,Condominium,2008,"840,509.00","957,300",94103,-122.412635,37.778705
7149,1650 Jackson St APT 404,14631,1,1,875,10/24/2013,10,2013,725000,Nob Hill,4,Condominium,1991,"983,595.00","1,440,700",94109,-122.422273,37.794307
7150,1673 Bush St,3195,2,4,2022,10/24/2013,10,2013,1398000,Van Ness - Civic Center,10,SingleFamily,1885,"2,226,479.00","839,200",94109,-122.424648,37.787877
7151,380 Bartlett St # 201,3378,2,4,1450,10/24/2013,10,2013,1025000,Mission,6,Condominium,1990,"1,490,062.00","1,167,700",94110,-122.419755,37.750985
7152,3365 20th St APT 8,6155,2,2,1221,10/24/2013,10,2013,1050000,Mission,5,Condominium,2002,"1,338,641.00","1,167,700",94110,-122.416126,37.758632
7153,330 Allison St,2996,1,3,1287,4/29/2014,4,2014,690000,Crocker Amazon,6,SingleFamily,1954,"604,884.00","817,600",94112,-122.44124,37.710695
7154,431 Silver Ave,2748,1,2,1563,10/24/2013,10,2013,750000,Excelsior,6,SingleFamily,1914,"963,581.00","757,400",94112,-122.427493,37.728801
7155,2500 35th Ave,2375,4,5,2340,10/24/2013,10,2013,811500,Parkside,6,SingleFamily,1931,"1,453,476.00","1,094,000",94116,-122.492411,37.740299
7156,2130 Vicente St,1875,2,3,1298,10/24/2013,10,2013,870000,Parkside,7,SingleFamily,1954,"916,205.00","1,094,000",94116,-122.489952,37.738895
7157,2755 34th Ave,4996,3,4,1481,5/16/2014,5,2014,1450000,Parkside,7,SingleFamily,1950,"1,299,047.00","1,094,000",94116,-122.491703,37.736233
7158,120 Lake St,2604,4.5,4,4565,10/24/2013,10,2013,3415000,Presidio Heights,12,SingleFamily,1922,"4,333,409.00","5,244,900",94118,-122.460868,37.787101
7159,855-857 36TH Ave,3000,4,6,3902,10/24/2013,10,2013,1217000,Outer Richmond,15,Duplex,1925,"1,801,673.00","1,187,700",94121,-122.496368,37.772851
7160,3052 Octavia St,2495,5,4,3884,10/24/2013,10,2013,3100000,Cow Hollow,12,SingleFamily,1907,"4,068,721.00","2,134,300",94123,-122.429134,37.800478
7161,810 Congo St,2735,2,3,1386,10/24/2013,10,2013,1060000,Glen Park,5,SingleFamily,1954,"1,548,268.00","1,628,900",94131,-122.440757,37.734776
7162,8300 Oceanview Ter APT 307,325629,2,2,961,10/24/2013,10,2013,458000,Ingleside Heights,4,Condominium,2002,"622,275.00","688,100",94132,-122.467645,37.71048
7163,865 Vallejo St APT 101,4730,1,2,836,10/24/2013,10,2013,900000,North Beach,4,Condominium,1986,"956,243.00","1,218,900",94133,-122.411395,37.797965
7164,200 Diamond Cove Ter,0,3,4,1930,10/24/2013,10,2013,837000,Bayview,7,Condominium,2013,"939,084.00","719,000",94134,-122.3937,37.712698
7165,239-241 Connecticut St,2500,2,3,1880,10/23/2013,10,2013,1330000,Potrero Hill,7,Duplex,1900,"1,360,273.00","1,264,000",94107,-122.397254,37.763276
7166,1101 Green St # 404,5279,1,1,907,10/23/2013,10,2013,725000,Russian Hill,4,Condominium,1930,"1,027,254.00","1,608,800",94109,-122.417394,37.798234
7167,350 Alabama St APT 11,15033,2.5,3,1842,10/23/2013,10,2013,1050000,Mission,5,Condominium,2003,"1,620,963.00","1,167,700",94110,-122.41271,37.76481
7168,325 Precita Ave,3125,2,3,1328,10/23/2013,10,2013,1216000,Bernal Heights,6,Condominium,1998,"1,423,597.00","1,214,400",94110,-122.41299,37.74745
7169,101 Lombard St APT 205W,113438,2,2,1392,10/23/2013,10,2013,850000,Telegraph Hill,5,Condominium,1983,"1,450,952.00","1,215,500",94111,-122.40409,37.80347
7170,151 Louisburg St,3001,1,2,1430,10/23/2013,10,2013,715000,Ingleside,9,SingleFamily,1941,"890,661.00","799,700",94112,-122.449503,37.720928
7171,1023 Plymouth Ave,2825,2,3,2100,10/23/2013,10,2013,845000,Ingleside,8,SingleFamily,1924,"1,061,351.00","799,700",94112,-122.456451,37.720492
7172,1219 Shrader St,2823,1,2,1200,10/23/2013,10,2013,1150000,Parnassus - Ashbury,5,Condominium,1909,"1,279,237.00","2,111,800",94117,-122.45128,37.763485
7173,402 8th Ave APT 306,13459,2,2,954,10/23/2013,10,2013,650000,Inner Richmond,4,Condominium,1989,"840,758.00","1,679,000",94118,-122.46606,37.78063
7174,504 Hugo St,2408,2,3,1692,10/23/2013,10,2013,1263000,Inner Sunset,6,Condominium,1909,"1,354,953.00","1,348,400",94122,-122.463555,37.76525
7175,2428 Union St APT 1,2750,1,1,814,10/23/2013,10,2013,600000,Cow Hollow,3,Condominium,1923,"992,117.00","2,134,300",94123,-122.439372,37.796842
7176,2075 Greenwich St,1920,1,2,1279,10/23/2013,10,2013,1100000,Cow Hollow,5,Condominium,1924,"1,628,583.00","2,134,300",94123,-122.433759,37.799042
7177,2077 Greenwich St,1920,1,2,1113,10/23/2013,10,2013,1100000,Cow Hollow,5,Condominium,1924,"1,393,298.00","2,134,300",94123,-122.433757,37.799041
7178,2629 Chestnut St,2125,1,3,1525,10/23/2013,10,2013,1450000,Cow Hollow,6,Condominium,1929,"2,069,223.00","2,134,300",94123,-122.446465,37.799465
7179,1160 Mission St UNIT 1108,43557,2,2,1201,11/22/2013,11,2013,1100000,South of Market,4,Condominium,2008,"1,417,394.00","957,300",94103,-122.412635,37.778705
7180,201 Harrison St APT 402,38449,1,1,432,10/22/2013,10,2013,450000,South Beach,1,Condominium,1991,"596,353.00","1,269,100",94105,-122.39048,37.787585
7181,355 1st St UNIT 1706,38571,1,1,795,10/22/2013,10,2013,825000,South Beach,3,Condominium,2004,"957,648.00","1,269,100",94105,-122.3936,37.787029
7182,1531 20th St,2533,1,1,700,10/22/2013,10,2013,475000,Potrero Hill,3,Condominium,1900,"766,736.00","1,264,000",94107,-122.396785,37.759767
7183,300 3rd St APT 1109,48941,1,0,581,1/7/2015,1,2015,565000,Yerba Buena,2,Condominium,1990,"602,951.00","993,200",94107,-122.399084,37.783184
7184,1310 California St,1875,2,3,1690,6/3/2014,6,2014,1825000,Nob Hill,6,Condominium,1911,"1,611,666.00","1,440,700",94109,-122.41613,37.791375
7185,537-539 Grand View Ave #539,2208,4,5,4448,3/31/2015,3,2015,1238000,Noe Valley,11,MultiFamily2To4,1959,"2,741,214.00","1,751,900",94114,-122.442538,37.751083
7186,1946 32nd Ave,2996,1,2,800,10/22/2013,10,2013,663000,Parkside,5,SingleFamily,1942,"879,211.00","1,094,000",94116,-122.489878,37.750878
7187,16 Cutler Ave,1875,1,2,920,10/22/2013,10,2013,719000,Outer Parkside,5,SingleFamily,1944,"627,383.00","982,900",94116,-122.505727,37.737236
7188,2343 Funston Ave,3612,1.25,2,1475,10/22/2013,10,2013,1109000,Forest Hill,5,SingleFamily,1928,"1,505,654.00","1,926,800",94116,-122.469562,37.744338
7189,795 8th Ave APT 205,13267,1,2,836,10/22/2013,10,2013,680000,Inner Richmond,4,Condominium,1996,"782,307.00","1,679,000",94118,-122.466253,37.773638
7190,246 22nd Ave,2996,2,3,2150,10/22/2013,10,2013,1550000,Central Richmond,8,SingleFamily,1914,"1,964,710.00","1,480,400",94121,-122.4814,37.783148
7191,1540 Lombard St APT D,7582,1,2,848,10/22/2013,10,2013,885000,Marina,5,Condominium,1947,"1,034,992.00","2,157,700",94123,-122.42703,37.80132
7192,1731 Noe St,4591,1,3,1455,10/22/2013,10,2013,1170500,Glen Park,7,Condominium,1913,"1,642,357.00","1,628,900",94131,-122.43055,37.741276
7193,121 Joost Ave,2500,1,3,1740,10/22/2013,10,2013,1250000,Sunnyside,6,SingleFamily,1908,"1,482,935.00","1,030,800",94131,-122.43804,37.732142
7194,109 S Lake Merced Hls APT 1A,15336,2,2,1269,10/22/2013,10,2013,525000,Lakeshore,4,SingleFamily,1975,"697,341.00","1,237,900",94132,-122.483626,37.710057
7195,115 Denslowe Dr,3722,2,3,2042,10/22/2013,10,2013,1050000,Lakeside,8,SingleFamily,1942,"1,353,753.00","1,388,300",94132,-122.474066,37.722773
7196,400 Beale St APT 2102,27581,1,1,675,10/21/2013,10,2013,655000,South Beach,4,Condominium,2002,"814,250.00","1,269,100",94105,-122.390925,37.78691
7197,219 Brannan St UNIT 16J,82966,2,2,1141,10/21/2013,10,2013,1410000,South Beach,5,Condominium,2000,"1,775,363.00","1,269,100",94107,-122.390364,37.782575
7198,721 Brazil Ave,3746,3,5,1842,9/15/2015,9,2015,930000,Excelsior,8,SingleFamily,1908,"940,159.00","757,400",94112,-122.428666,37.722015
7199,1950 14th Ave,3397,2.5,3,1912,10/21/2013,10,2013,1270000,Golden Gate Heights,8,SingleFamily,1959,"1,623,311.00","1,449,000",94116,-122.470286,37.751669
7200,1330 Kirkham St,2526,2,3,1509,3/21/2014,3,2014,1250000,Inner Sunset,10,SingleFamily,1928,"1,418,140.00","1,348,400",94122,-122.475319,37.760152
7201,1601 La Salle Ave,2495,4,5,2900,10/21/2013,10,2013,455000,Bayview,10,SingleFamily,1940,"1,062,549.00","719,000",94124,-122.38896,37.736352
7202,111 Gilbert St # 1,1920,2.5,2,1473,10/18/2013,10,2013,850000,South of Market,5,Condominium,1996,"1,224,290.00","957,300",94103,-122.402095,37.773237
7203,631 Folsom St APT 20B,38089,2,2,1054,10/18/2013,10,2013,1150000,Yerba Buena,5,Condominium,2009,"1,440,680.00","993,200",94107,-122.396873,37.784713
7204,1015 Carolina St,2500,3,3,1821,10/18/2013,10,2013,1650000,Potrero Hill,6,SingleFamily,1900,"2,316,577.00","1,264,000",94107,-122.39946,37.755832
7205,930 Pine St APT 104,16730,1,1,700,10/18/2013,10,2013,600000,Downtown,4,Condominium,1973,"777,075.00","795,400",94108,-122.411314,37.791067
7206,900 Bush St APT 718,37816,1,1,655,10/18/2013,10,2013,531000,Downtown,4,Condominium,1982,"629,002.00","795,400",94109,-122.412735,37.789945
7207,1200 Gough St APT 20E,44676,1,1,900,10/18/2013,10,2013,642000,Van Ness - Civic Center,4,Condominium,1966,"844,446.00","839,200",94109,-122.423994,37.78482
7208,1483 Sutter St APT 1004,48636,2,2,1316,10/18/2013,10,2013,900000,Van Ness - Civic Center,5,Condominium,1993,"1,223,339.00","839,200",94109,-122.424235,37.78675
7209,18 Moore Pl,1197,2,2,1460,10/19/2015,10,2015,2380000,Russian Hill,6,SingleFamily,1908,"2,197,231.00","1,608,800",94109,-122.42027,37.79933
7210,126 Bronte St,1751,2,3,1588,10/18/2013,10,2013,1055000,Bernal Heights,6,SingleFamily,1950,"1,383,395.00","1,214,400",94110,-122.410486,37.737771
7211,1628 York St,1746,2,3,2200,10/18/2013,10,2013,1458000,Bernal Heights,6,SingleFamily,1902,"1,942,392.00","1,214,400",94110,-122.406622,37.747108
7212,237 Gennessee St,2500,2,2,1034,10/18/2013,10,2013,825000,Sunnyside,6,SingleFamily,1921,"985,104.00","1,030,800",94112,-122.451415,37.730412
7213,2 Chicago Way,7400,3,3,2169,10/18/2013,10,2013,856000,Crocker Amazon,7,SingleFamily,1954,"1,029,564.00","817,600",94112,-122.427876,37.709864
7214,719 Faxon Ave,3637,1,2,1200,10/18/2013,10,2013,895000,Mount Davidson Manor,6,SingleFamily,1920,"1,250,710.00","1,370,500",94112,-122.460193,37.726119
7215,120 Corbett Ave,1151,2,3,1300,10/18/2013,10,2013,935000,Corona Heights,6,SingleFamily,1926,"1,321,755.00","1,449,300",94114,-122.441012,37.761818
7216,1 Hoffman Ave # D,2523,2,3,1500,10/18/2013,10,2013,1110000,Noe Valley,5,Condominium,1911,"1,368,333.00","1,751,900",94114,-122.440665,37.753987
7217,738 Grand View Ave,3094,2,2,1498,10/18/2013,10,2013,1120000,Noe Valley,5,Condominium,1959,"1,353,436.00","1,751,900",94114,-122.44289,37.748565
7218,3110 California St # 1,4000,2,2,1059,10/18/2013,10,2013,950000,Pacific Heights,3,Condominium,2004,"1,146,178.00","1,884,400",94115,-122.445821,37.787612
7219,2465 Washington St,2243,3,2,2885,10/18/2013,10,2013,3000000,Pacific Heights,8,SingleFamily,1900,"4,517,652.00","1,884,400",94115,-122.43379,37.791435
7220,2479 18th Ave,3000,1,2,1325,10/18/2013,10,2013,901000,Inner Parkside,5,SingleFamily,1926,"1,005,972.00","1,304,500",94116,-122.474851,37.741636
7221,576 Dewey Blvd,3700,2,4,2222,10/18/2013,10,2013,1560000,Forest Hill,8,SingleFamily,1922,"1,944,794.00","1,926,800",94116,-122.463361,37.744375
7222,500 Magellan Ave,7662,3,5,3128,10/18/2013,10,2013,2350000,Forest Hill,9,SingleFamily,1921,"2,919,470.00","1,926,800",94116,-122.466377,37.744472
7223,101 Cortes Ave,9922,3.5,5,4419,10/18/2013,10,2013,3549000,Forest Hill,9,SingleFamily,1917,"3,660,765.00","1,926,800",94116,-122.465853,37.744097
7224,2042 Grove St,3421,1,2,1600,10/18/2013,10,2013,1025000,North Panhandle,6,SingleFamily,1925,"1,270,243.00","1,211,900",94117,-122.450267,37.77465
7225,51 14th Ave,2250,1.5,2,1245,10/18/2013,10,2013,1120000,Lake,5,Condominium,1940,"1,139,236.00","2,202,400",94118,-122.473565,37.78657
7226,352 Lake St,3750,3,6,4129,10/18/2013,10,2013,2850000,Lake,14,SingleFamily,1905,"4,557,105.00","2,202,400",94118,-122.463338,37.786982
7227,502 20th Ave,2060,2,3,1700,10/18/2013,10,2013,321000,Central Richmond,8,SingleFamily,1918,"1,735,083.00","1,480,400",94121,-122.478964,37.778276
7228,775 41st Ave,2996,2.5,3,2150,10/18/2013,10,2013,1100000,Outer Richmond,7,SingleFamily,1923,"1,380,008.00","1,187,700",94121,-122.501824,37.774124
7229,2528 Union St,3781,3,4,2883,10/18/2013,10,2013,4200000,Cow Hollow,8,SingleFamily,1926,"5,522,364.00","2,134,300",94123,-122.441677,37.796589
7230,367 Head St,2500,2,3,1496,10/18/2013,10,2013,685000,Ingleside Heights,7,SingleFamily,1941,"810,772.00","688,100",94132,-122.464671,37.713725
7231,250 King St UNIT 518,213232,2,2,1197,10/17/2013,10,2013,250500,South of Market,4,Condominium,2004,"1,251,724.00","957,300",94107,-122.393417,37.777641
7232,49 Missouri St APT 5,10190,2.5,3,1999,10/17/2013,10,2013,1099000,Potrero Hill,3,Condominium,1997,"1,569,273.00","1,264,000",94107,-122.39654,37.765924
7233,442 Mississippi St,2479,2,3,2031,10/17/2013,10,2013,1600000,Potrero Hill,5,Condominium,2001,"2,895,862.00","1,264,000",94107,-122.394733,37.760862
7234,112 San Jose Ave # IT1,2391,2,2,1099,10/17/2013,10,2013,975000,Mission,5,Condominium,2001,"1,263,982.00","1,167,700",94110,-122.421815,37.752714
7235,327 Richland Ave,2500,1,3,1275,10/17/2013,10,2013,980000,Bernal Heights,6,SingleFamily,1914,"1,110,168.00","1,214,400",94110,-122.419312,37.735954
7236,975 Naples St,2511,2,2,1230,10/17/2013,10,2013,680000,Excelsior,6,SingleFamily,1926,"805,315.00","757,400",94112,-122.435683,37.71443
7237,62 Del Monte St,2516,2,4,1747,10/17/2013,10,2013,745000,Outer Mission,8,SingleFamily,1924,"1,023,800.00","804,400",94112,-122.443662,37.716011
7238,4452 23rd St,2850,2,3,1817,4/24/2015,4,2015,2050000,Noe Valley,8,SingleFamily,1900,"2,121,086.00","1,751,900",94114,-122.441799,37.752681
7239,405 Hill St,1912,3.5,3,2835,10/17/2013,10,2013,2600000,Eureka Valley - Dolores Heights - Castro,8,SingleFamily,1908,"4,304,200.00","1,718,500",94114,-122.430291,37.755347
7240,2185 Bush St APT 214,27617,1,1,773,10/17/2013,10,2013,730000,Lower Pacific Heights,4,Condominium,1984,"830,661.00","1,146,900",94115,-122.433085,37.78659
7241,2096 Pine St,2333,1,1,1239,10/17/2013,10,2013,750000,Lower Pacific Heights,4,Condominium,1900,"1,190,898.00","1,146,900",94115,-122.430241,37.788609
7242,60-62 Delmar St,1999,1,2,2386,11/6/2015,11,2015,1100000,Haight-Ashbury,11,Condominium,1908,"1,162,598.00","1,337,700",94117,-122.445485,37.768062
7243,366-368 19TH Ave,3000,2,6,2800,10/17/2013,10,2013,662500,Central Richmond,12,Duplex,1922,"1,789,773.00","1,480,400",94121,-122.478023,37.781083
7244,671 45th Ave,2996,3,3,1850,10/17/2013,10,2013,1040000,Outer Richmond,9,Duplex,1900,"1,295,017.00","1,187,700",94121,-122.506258,37.775847
7245,1458-1460 Funston Ave,3000,2,4,2874,10/17/2013,10,2013,1400000,Inner Sunset,11,Duplex,1947,"1,602,429.00","1,348,400",94122,-122.470058,37.760896
7246,150 Page St # 106,7200,2,1,840,10/16/2013,10,2013,729000,Hayes Valley,3,Condominium,1929,"796,275.00","1,202,900",94102,-122.423425,37.774215
7247,737 Tehama St # 1,1554,2,2,977,2/2/2016,2,2016,1030000,South of Market,5,MultiFamily2To4,2006,"1,001,650.00","957,300",94103,-122.411567,37.775184
7248,1160 Mission St UNIT 807,43557,2,2,1031,10/16/2013,10,2013,885000,South of Market,4,Condominium,2008,"1,168,249.00","957,300",94103,-122.412635,37.778705
7249,201 Harrison St APT 425,38449,1,1,572,10/16/2013,10,2013,569000,South Beach,2,Condominium,1991,"664,418.00","1,269,100",94105,-122.39048,37.787585
7250,451 Kansas St UNIT 485,80311,1,1,825,10/16/2013,10,2013,701000,Potrero Hill,4,Condominium,2007,"909,648.00","1,264,000",94107,-122.402984,37.764114
7251,88 King St APT 516,82157,2,2,1279,10/16/2013,10,2013,1210000,South Beach,5,Condominium,2000,"1,488,642.00","1,269,100",94107,-122.389635,37.78063
7252,2550 Hyde St,9192,1,3,1362,10/16/2013,10,2013,915000,Russian Hill,6,Condominium,1908,"1,614,557.00","1,608,800",94109,-122.420037,37.804438
7253,1384-1386 Florida St,2500,1,1,1320,10/16/2013,10,2013,608500,Mission,11,Duplex,1900,"963,594.00","1,167,700",94110,-122.410064,37.749826
7254,555 Bartlett St APT 203,30646,1,1,821,10/16/2013,10,2013,650000,Mission,3,Condominium,2009,"851,158.00","1,167,700",94110,-122.41913,37.748543
7255,101 Lombard St APT 414E,113438,2,2,1509,10/16/2013,10,2013,1610000,Telegraph Hill,5,Condominium,1983,"1,488,092.00","1,215,500",94111,-122.40409,37.80347
7256,618 Sanchez St,2372,2.5,2,1160,10/16/2013,10,2013,1160000,Eureka Valley - Dolores Heights - Castro,5,Condominium,1990,"1,516,618.00","1,718,500",94114,-122.430694,37.759044
7257,73 Pond St,1716,2,2,1500,10/16/2013,10,2013,1200000,Eureka Valley - Dolores Heights - Castro,5,Condominium,1900,"1,710,233.00","1,718,500",94114,-122.431998,37.763163
7258,4315 25th St,2993,2,3,2996,10/16/2013,10,2013,1250000,Noe Valley,13,Condominium,1966,"2,970,202.00","1,751,900",94114,-122.43659,37.74929
7259,4545 19th St,2926,3,3,1822,10/16/2013,10,2013,1350000,Eureka Valley - Dolores Heights - Castro,6,Condominium,1967,"1,848,570.00","1,718,500",94114,-122.440017,37.758733
7260,259 Dorland St,4242,3,3,2105,10/16/2013,10,2013,1955000,Eureka Valley - Dolores Heights - Castro,7,Condominium,2011,"1,753,628.00","1,718,500",94114,-122.429717,37.762043
7261,2211 California St APT 307,6915,1,1,624,10/16/2013,10,2013,540000,Lower Pacific Heights,3,Condominium,1911,"770,297.00","1,146,900",94115,-122.430971,37.788961
7262,2063 45th Ave,2996,2,3,1214,12/17/2013,12,2013,660000,Outer Parkside,5,SingleFamily,1946,"922,141.00","982,900",94116,-122.504319,37.748093
7263,2101 28th Ave,2880,3.5,4,2909,10/16/2013,10,2013,1050000,Parkside,8,SingleFamily,1953,"1,688,690.00","1,094,000",94116,-122.486043,37.748063
7264,135 Buena Vista Ter,1441,1,1,919,10/16/2013,10,2013,715000,Buena Vista Park,3,Condominium,1963,"923,572.00","1,470,700",94117,-122.438462,37.769744
7265,1473 Waller St,2778,1,3,1480,10/16/2013,10,2013,1035000,Haight-Ashbury,6,Condominium,1904,"1,424,914.00","1,337,700",94117,-122.447814,37.768701
7266,1108 Cabrillo St,2338,1.5,3,1728,10/16/2013,10,2013,1677000,Inner Richmond,7,SingleFamily,1916,"1,720,895.00","1,679,000",94118,-122.470791,37.775281
7267,1327 7th Ave APT 6,8813,1,2,1134,10/16/2013,10,2013,807000,Inner Sunset,4,Condominium,2009,"1,247,618.00","1,348,400",94122,-122.46418,37.763575
7268,2829 Greenwich St,2500,4.5,4,3226,10/16/2013,10,2013,5850000,Cow Hollow,10,SingleFamily,2012,"7,466,851.00","2,134,300",94123,-122.446329,37.797387
7269,50 Hawkins Ln,1468,2,3,1776,10/16/2013,10,2013,600000,Bayview,7,SingleFamily,1984,"784,237.00","719,000",94124,-122.38403,37.735254
7270,1320 Taylor St,3471,2.5,3,2043,10/17/2014,10,2014,1958000,Nob Hill,7,Condominium,1908,"1,468,299.00","1,440,700",94108,-122.412735,37.794695
7271,662 Hampshire St,2495,3.5,3,3350,10/15/2013,10,2013,725000,Mission,8,SingleFamily,1900,"1,770,855.00","1,167,700",94110,-122.408421,37.761045
7272,190 Emmet Ct,5985,1,2,750,10/15/2013,10,2013,945000,Bernal Heights,4,Condominium,1908,"1,287,520.00","1,214,400",94110,-122.416265,37.747056
7273,324 Avalon Ave,1873,2,3,1350,10/15/2013,10,2013,680000,Excelsior,6,MultiFamily2To4,1960,"812,666.00","757,400",94112,-122.429759,37.726294
7274,1926 34th Ave,2996,1,2,800,10/15/2013,10,2013,620000,Parkside,4,SingleFamily,1942,"829,306.00","1,094,000",94116,-122.492047,37.751126
7275,765 Market St APT 27A,60150,3,3,1080,10/11/2013,10,2013,7850000,Yerba Buena,7,Condominium,2001,"2,212,014.00","993,200",94103,-122.404312,37.786212
7276,246 2nd St APT 1105,12933,1,1,650,10/11/2013,10,2013,710000,Yerba Buena,3,Townhouse,2000,"779,458.00","993,200",94105,-122.397404,37.78575
7277,1200 Gough St APT 10F,44676,1,1,840,10/11/2013,10,2013,536500,Van Ness - Civic Center,4,MultiFamily2To4,1966,"791,335.00","839,200",94109,-122.423994,37.78482
7278,1870 Jackson St APT 702,10104,3,3,1900,10/11/2013,10,2013,1700000,Pacific Heights,6,Condominium,1931,"2,244,370.00","1,884,400",94109,-122.425865,37.79386
7279,1999 Broadway APT 21,6750,3,3,2200,10/11/2013,10,2013,2050000,Pacific Heights,6,Condominium,1927,"2,308,430.00","1,884,400",94109,-122.429717,37.794665
7280,1325 Filbert St,1875,2,2,2100,10/11/2013,10,2013,2600000,Russian Hill,6,Condominium,1912,"2,215,985.00","1,608,800",94109,-122.42138,37.799675
7281,3776-3780 26TH St,1375,1,1,752,10/11/2013,10,2013,765000,Mission,4,Condominium,1910,"875,415.00","1,167,700",94110,-122.424271,37.748825
7282,36 Cortland Ave,1245,1,3,1400,10/11/2013,10,2013,825000,Bernal Heights,6,SingleFamily,1910,"1,322,114.00","1,214,400",94110,-122.422132,37.74057
7283,515 Powhattan Ave,2378,1,2,800,10/11/2013,10,2013,925000,Bernal Heights,4,SingleFamily,1961,"1,396,128.00","1,214,400",94110,-122.413436,37.741662
7284,164 Peralta Ave,4350,3.5,4,2160,11/14/2014,11,2014,2140000,Bernal Heights,8,SingleFamily,1937,"1,700,854.00","1,214,400",94110,-122.408501,37.747225
7285,147 Andover St,1746,1,2,750,10/11/2013,10,2013,1420000,Bernal Heights,5,SingleFamily,1907,"912,625.00","1,214,400",94110,-122.416169,37.740995
7286,70 Gladstone Dr,2208,1,2,862,10/11/2013,10,2013,610000,Excelsior,4,SingleFamily,1942,"746,747.00","757,400",94112,-122.42052,37.730061
7287,1140 Diamond St,1999,3,4,1728,10/11/2013,10,2013,1300000,Noe Valley,6,SingleFamily,1958,"2,263,523.00","1,751,900",94114,-122.436303,37.748311
7288,2094 24th Ave,1437,1,2,800,10/11/2013,10,2013,676000,Parkside,4,SingleFamily,1943,"828,068.00","1,094,000",94116,-122.48123,37.748563
7289,2555 47th Ave,2996,2,3,1014,10/11/2013,10,2013,680000,Outer Parkside,5,SingleFamily,1949,"854,599.00","982,900",94116,-122.505815,37.738819
7290,2771 38th Ave,3000,2,3,1655,12/15/2015,12,2015,1175000,Outer Parkside,7,SingleFamily,1948,"1,166,381.00","982,900",94116,-122.495898,37.735233
7291,1619-1621 Clement St,1873,3,6,3400,10/11/2013,10,2013,1800000,Central Richmond,12,SingleFamily,1924,"2,297,998.00","1,480,400",94121,-122.476703,37.782178
7292,1866 35th Ave,2996,1.5,2,1225,10/11/2013,10,2013,300000,Central Sunset,5,SingleFamily,1941,"1,060,816.00","1,111,300",94122,-122.493204,37.75226
7293,1675 23rd Ave,2996,1,2,1415,10/11/2013,10,2013,826000,Central Sunset,6,Townhouse,1929,"1,379,232.00","1,111,300",94122,-122.48125,37.756393
7294,3321-3323 Scott St,2219,3,4,3300,10/11/2013,10,2013,2233000,Marina,12,MultiFamily2To4,1924,"3,566,689.00","2,157,700",94123,-122.441516,37.800483
7295,455 Hazelwood Ave,4386,3,4,2691,10/11/2013,10,2013,1400000,Westwood Highlands,8,SingleFamily,1931,"1,647,479.00","1,393,200",94127,-122.458058,37.734356
7296,63 Sunview Dr,2949,1,2,893,10/11/2013,10,2013,500000,Midtown Terrace,4,SingleFamily,1956,"935,460.00","1,108,400",94131,-122.446084,37.747422
7297,321 27th St,2465,1,2,1087,10/11/2013,10,2013,950000,Noe Valley,5,Condominium,1900,"1,128,936.00","1,751,900",94131,-122.427497,37.746633
7298,419 Baden St,3125,3.5,3,2750,8/29/2014,8,2014,2150000,Glen Park,8,SingleFamily,1986,"1,662,501.00","1,628,900",94131,-122.440078,37.733481
7299,339 Filbert St,3719,2,2,1101,6/12/2015,6,2015,2100000,Telegraph Hill,4,Condominium,1994,"2,007,483.00","1,215,500",94133,-122.40519,37.80161
7300,990 Rutland St,1873,1,3,1200,10/11/2013,10,2013,569000,Visitacion Valley,6,SingleFamily,1940,"711,949.00","690,400",94134,-122.408786,37.710093
7301,766 Harrison St UNIT 707,6880,1,0,244,10/10/2013,10,2013,350000,Yerba Buena,2,Condominium,2008,"715,261.00","993,200",94107,-122.399116,37.78165
